Brand,Price,Height,Width,Depth,Style,Capacity
Brand,"$7,345.00","Height: 83.5""","Width: 29.5""","Depth: 25""",Style: Bottom Freezer,Total Capacity: 14 cu. ft.
Brand,"$6,945.00","Height: 83.5""","Width: 29.5""","Depth: 25""",Style: Bottom Freezer,Total Capacity: 14 cu. ft.
Brand,"$6,945.00","Height: 83.5""","Width: 29.5""","Depth: 25""",Style: Bottom Freezer,Total Capacity: 14 cu. ft.
Brand,"$7,679.00","Height: 83.5""","Width: 36""","Depth: 25""",Style: Bottom Freezer,Total Capacity: 14 cu. ft.
Liebherr,"$5,899.00","Height: 79.6875""","Width: 29.8125""","Depth: 24.0625""",Style: Bottom Freezer,Total Capacity: 14.1 cu. ft.
Liebherr,"$5,899.00","Height: 79.6875""","Width: 29.8125""","Depth: 24.0625""",Style: Bottom Freezer,Total Capacity: 14.1 cu. ft.
Liebherr,"$4,999.00","Height: 79.8125""","Width: 29.8125""","Depth: 24.0625""",Style: Bottom Freezer,Total Capacity: 14.1 cu. ft.
Brand,"$5,499.00","Height: 79.813""","Width: 29.875""","Depth: 24""",Style: Bottom Freezer,Total Capacity: 14.1 cu. ft.
Liebherr,"$2,699.00","Height: 73.25""","Width: 29.5625""","Depth: 24.8125""",Style: Bottom Freezer,Total Capacity: 14.6 cu. ft.
LG,"$1,295.00","Height: 67.625""","Width: 27.375""","Depth: 27.375""",Style: Bottom Freezer,Total Capacity: 14.7 cu. ft.
Summit,"$1,129.00","Height: 67.63""","Width: 28.63""","Depth: 26.75""",Style: Bottom Freezer,Total Capacity: 14.8 cu. ft.
Summit,"$1,499.00","Height: 67.63""","Width: 28.63""","Depth: 26.75""",Style: Bottom Freezer,Total Capacity: 14.8 cu. ft.
Liebherr,"$3,699.00","Height: 79.5625""","Width: 29.5625""","Depth: 24.8125""",Style: Bottom Freezer,Total Capacity: 14.9 cu. ft.
Liebherr,"$3,699.00","Height: 79.5625""","Width: 29.5625""","Depth: 24.8125""",Style: Bottom Freezer,Total Capacity: 14.9 cu. ft.
Haier,"$1,253.00","Height: 71""","Width: 28""","Depth: 26.5""",Style: French Door,Total Capacity: 14.9 cu. ft.
AccuCold,"$1,899.00","Height: 72""","Width: 23.38""","Depth: 26.13""",Style: All Refrigerator,Total Capacity: 15 cu. ft.
AccuCold,"$3,399.00","Height: 72""","Width: 23.38""","Depth: 26.13""",Style: All Refrigerator,Total Capacity: 15 cu. ft.
Haier,"$1,073.00","Height: 67.875""","Width: 27.625""","Depth: 26.625""",Style: Bottom Freezer,Total Capacity: 15 cu. ft.
Hotpoint,$719.00,"Height: 61.75""","Width: 28""","Depth: 30.5""",Style: Top Freezer,Total Capacity: 15.6 cu. ft.
Liebherr,"$3,199.00","Height: 79.5625""","Width: 29.5625""","Depth: 24.8125""",Style: Bottom Freezer,Total Capacity: 15.9 cu. ft.
Liebherr,"$3,199.00","Height: 79.5625""","Width: 29.5625""","Depth: 24.8125""",Style: Bottom Freezer,Total Capacity: 15.9 cu. ft.
Miele,"$3,599.00","Height: 79.54""","Width: 29.5""","Depth: 24.813""",Style: Bottom Freezer,Total Capacity: 16 cu. ft.
Beko,"$1,299.00","Height: 67.75""","Width: 29.125""","Depth: 28.3125""",Style: Bottom Freezer,Total Capacity: 16.2 cu. ft.
Blomberg,"$1,499.00","Height: 67.75""","Width: 29.125""","Depth: 29.5625""",Style: Bottom Freezer,Total Capacity: 16.2 cu. ft.
Blomberg,"$1,499.00","Height: 67.75""","Width: 29.125""","Depth: 29.5625""",Style: Bottom Freezer,Total Capacity: 16.2 cu. ft.
Blomberg,"$1,599.00","Height: 67.75""","Width: 29.125""","Depth: 29.5625""",Style: Bottom Freezer,Total Capacity: 16.2 cu. ft.
Blomberg,"$1,599.00","Height: 67.75""","Width: 29.125""","Depth: 29.5625""",Style: Bottom Freezer,Total Capacity: 16.2 cu. ft.
Miele,"$4,999.00","Height: 84""","Width: 29.75""","Depth: 24""",Style: All Refrigerator,Total Capacity: 16.27 cu. ft.
Miele,"$4,999.00","Height: 84""","Width: 29.75""","Depth: 24""",Style: All Refrigerator,Total Capacity: 16.27 cu. ft.
Fisher Paykel,"$6,699.00","Height: 84""","Width: 29.75""","Depth: 24""",Style: All Refrigerator,Total Capacity: 16.3 cu. ft.
Fisher Paykel,"$6,699.00","Height: 84""","Width: 29.75""","Depth: 24""",Style: All Refrigerator,Total Capacity: 16.3 cu. ft.
Fisher Paykel,"$6,199.00","Height: 84""","Width: 30""","Depth: 24""",Style: All Refrigerator,Total Capacity: 16.3 cu. ft.
Frigidaire,$686.10,"Height: 65.125""","Width: 28""","Depth: 32.25""",Style: Top Freezer,Total Capacity: 16.3 cu. ft.
Frigidaire,$641.10,"Height: 65.125""","Width: 28""","Depth: 32.25""",Style: Top Freezer,Total Capacity: 16.3 cu. ft.
Brand,"$2,099.00","Height: 75.25""","Width: 27.5625""","Depth: 26.625""",Style: Bottom Freezer,Total Capacity: 16.39 cu. ft.
Summit,"$1,489.00","Height: 75.38""","Width: 27.25""","Depth: 28.75""",Style: Bottom Freezer,Total Capacity: 16.39 cu. ft.
Summit,"$1,499.00","Height: 75.38""","Width: 27.25""","Depth: 28.75""",Style: Bottom Freezer,Total Capacity: 16.39 cu. ft.
Blomberg,"$4,799.00","Height: 83.5""","Width: 29.75""","Depth: 23.5625""",Style: Bottom Freezer,Total Capacity: 16.4 cu. ft.
Blomberg,"$5,199.00","Height: 83.5""","Width: 29.75""","Depth: 26.9375""",Style: Bottom Freezer,Total Capacity: 16.4 cu. ft.
GE,$632.00,"Height: 64.75""","Width: 28""","Depth: 32.625""",Style: Top Freezer,Total Capacity: 16.63
GE,$632.00,"Height: 64.75""","Width: 28""","Depth: 32.625""",Style: Top Freezer,Total Capacity: 16.63
GE,$587.00,"Height: 64.75""","Width: 28""","Depth: 32.625""",Style: Top Freezer,Total Capacity: 16.63 cu. ft.
GE,$587.00,"Height: 64.75""","Width: 28""","Depth: 32.625""",Style: Top Freezer,Total Capacity: 16.63 cu. ft.
GE,$659.00,"Height: 64.75""","Width: 28""","Depth: 32.625""",Style: Top Freezer,Total Capacity: 16.63 cu. ft.
GE,$659.00,"Height: 64.75""","Width: 28""","Depth: 32.625""",Style: Top Freezer,Total Capacity: 16.63 cu. ft.
GE,$749.00,"Height: 64.75""","Width: 28""","Depth: 32.625""",Style: Top Freezer,Total Capacity: 16.63 cu. ft.
GE,$704.00,"Height: 64.75""","Width: 28""","Depth: 32.625""",Style: Top Freezer,Total Capacity: 16.63 cu. ft.
Blomberg,"$1,799.00","Height: 75.25""","Width: 27.5625""","Depth: 26.625""",Style: Bottom Freezer,Total Capacity: 16.79 cu. ft.
Brand,"$1,899.00","Height: 75.25""","Width: 27.5625""","Depth: 26.625""",Style: Bottom Freezer,Total Capacity: 16.79 cu. ft.
Fisher Paykel,"$5,999.00","Height: 79.875""","Width: 35.69""","Depth: 23.75""",Style: Bottom Freezer,Total Capacity: 16.8 cu. ft.
Summit,"$1,319.00","Height: 75.38""","Width: 27.25""","Depth: 28.75""",Style: Bottom Freezer,Total Capacity: 16.8 cu. ft.
Summit,"$1,329.00","Height: 75.38""","Width: 27.25""","Depth: 28.75""",Style: Bottom Freezer,Total Capacity: 16.8 cu. ft.
Summit,"$1,599.00","Height: 75.38""","Width: 27.25""","Depth: 28.75""",Style: Bottom Freezer,Total Capacity: 16.8 cu. ft.
Summit,"$1,259.00","Height: 75.38""","Width: 27.25""","Depth: 28.75""",Style: Bottom Freezer,Total Capacity: 16.8 cu. ft.
Summit,"$1,299.00","Height: 75.38""","Width: 27.25""","Depth: 28.75""",Style: Bottom Freezer,Total Capacity: 16.8 cu. ft.
Fisher Paykel,"$4,549.00","Height: 71.82""","Width: 35.66""","Depth: 23.75""",Style: French Door,Total Capacity: 16.8 cu. ft.
Fisher Paykel,"$6,199.00","Height: 79.85""","Width: 35.66""","Depth: 23.75""",Style: French Door,Total Capacity: 16.8 cu. ft.
Fisher Paykel,"$2,399.00","Height: 67.54""","Width: 31.10""","Depth: 27.375""",Style: French Door,Total Capacity: 16.9 cu. ft.
Brand,"$1,899.00","Height: 69.125""","Width: 31.125""","Depth: 26.5""",Style: Bottom Freezer,Total Capacity: 17.1 cu. ft.
Brand,"$1,899.00","Height: 69.125""","Width: 31.125""","Depth: 26.5""",Style: Bottom Freezer,Total Capacity: 17.1 cu. ft.
Frigidaire,$983.10,"Height: 70""","Width: 33""","Depth: 29.125""",Style: French Door,Total Capacity: 17.4 cu. ft.
Frigidaire,$983.10,"Height: 70""","Width: 33""","Depth: 29.125""",Style: French Door,Total Capacity: 17.4 cu. ft.
Fisher Paykel,"$1,949.00","Height: 67.5""","Width: 31.125""","Depth: 27.375""",Style: Bottom Freezer,Total Capacity: 17.5 cu. ft.
Samsung,"$1,245.00","Height: 70.8125""","Width: 32.1875""","Depth: 30.5""",Style: French Door,Total Capacity: 17.5 cu. ft.
Samsung,"$1,345.00","Height: 70.813""","Width: 32.188""","Depth: 30.5""",Style: French Door,Total Capacity: 17.5 cu. ft.
GE,"$2,243.00","Height: 69.875""","Width: 32.75""","Depth: 31""",Style: French Door,Total Capacity: 17.5 cu. ft.
GE,$722.00,"Height: 67.375""","Width: 28""","Depth: 30.5""",Style: Top Freezer,Total Capacity: 17.5 cu. ft.
Samsung,$760.00,"Height: 66.75""","Width: 28.75""","Depth: 31.875""",Style: Top Freezer,Total Capacity: 17.6 cu. ft.
Samsung,$850.00,"Height: 66.75""","Width: 28.75""","Depth: 31.875""",Style: Top Freezer,Total Capacity: 17.6 cu. ft.
Whirlpool,$741.10,"Height: 67.4375""","Width: 28""","Depth: 31.625""",Style: Top Freezer,Total Capacity: 17.64 cu. ft.
Whirlpool,"$1,549.00","Height: 66.75""","Width: 30.25""","Depth: 31.25""",Style: All Refrigerator,Total Capacity: 17.7 cu. ft.
Brand,"$7,275.00","Height: 83.5""","Width: 35.375""","Depth: 25""",Style: Bottom Freezer,Total Capacity: 17.7 cu. ft.
Gladiator Garageworks,"$1,049.00","Height: 72.25""","Width: 30.875""","Depth: 32.375""",Style: All Refrigerator,Total Capacity: 17.8 cu. ft.
Frigidaire,$749.00,"Height: 66.125""","Width: 30""","Depth: 30.125""",Style: Top Freezer,Total Capacity: 18 cu. ft.
Frigidaire,$623.10,"Height: 66.125""","Width: 30""","Depth: 30.125""",Style: Top Freezer,Total Capacity: 18 cu. ft.
Frigidaire,$623.10,"Height: 66.125""","Width: 30""","Depth: 30.125""",Style: Top Freezer,Total Capacity: 18 cu. ft.
Frigidaire,$729.00,"Height: 66.625""","Width: 30""","Depth: 31""",Style: Top Freezer,Total Capacity: 18 cu. ft.
Frigidaire,$749.00,"Height: 66.625""","Width: 30""","Depth: 31""",Style: Top Freezer,Total Capacity: 18 cu. ft.
Frigidaire,$599.00,"Height: 66.625""","Width: 30""","Depth: 32.625""",Style: Top Freezer,Total Capacity: 18 cu. ft.
Frigidaire,$599.00,"Height: 66.625""","Width: 30""","Depth: 32.625""",Style: Top Freezer,Total Capacity: 18 cu. ft.
Frigidaire,$785.10,"Height: 66.375""","Width: 30""","Depth: 30.375""",Style: Top Freezer,Total Capacity: 18.3 cu. ft.
Frigidaire,$695.10,"Height: 66.375""","Width: 30""","Depth: 30.375""",Style: Top Freezer,Total Capacity: 18.3 cu. ft.
GE,"$1,493.00","Height: 69.875""","Width: 32.75""","Depth: 31""",Style: French Door,Total Capacity: 18.6 cu. ft.
Cafe,"$2,243.00","Height: 69.875""","Width: 32.75""","Depth: 31""",Style: French Door,Total Capacity: 18.6 cu. ft.
Cafe,"$2,153.00","Height: 69.875""","Width: 32.75""","Depth: 31""",Style: French Door,Total Capacity: 18.6 cu. ft.
Cafe,"$2,063.00","Height: 69.875""","Width: 32.75""","Depth: 31""",Style: French Door,Total Capacity: 18.6 cu. ft.
Miele,"$6,599.00","Height: 84""","Width: 35.75""","Depth: 24""",Style: Bottom Freezer,Total Capacity: 18.68 cu. ft.
Liebherr,"$4,499.00","Height: 79.8125""","Width: 35.875""","Depth: 24.0625""",Style: Bottom Freezer,Total Capacity: 18.8 cu. ft.
Liebherr,"$5,499.00","Height: 79.8125""","Width: 35.875""","Depth: 24.0625""",Style: Bottom Freezer,Total Capacity: 18.8 cu. ft.
Liebherr,"$6,099.00","Height: 79.8125""","Width: 35.875""","Depth: 24.0625""",Style: Bottom Freezer,Total Capacity: 18.9 cu. ft.
Liebherr,"$6,099.00","Height: 79.8125""","Width: 35.875""","Depth: 24.0625""",Style: Bottom Freezer,Total Capacity: 18.9 cu. ft.
Liebherr,"$6,499.00","Height: 79.8125""","Width: 35.875""","Depth: 24.0625""",Style: French Door,Total Capacity: 18.9 cu. ft.
Liebherr,"$6,299.00","Height: 80.3125""","Width: 35.875""","Depth: 24.25""",Style: French Door,Total Capacity: 18.9 cu. ft.
Liebherr,"$6,499.00","Height: 80.3125""","Width: 35.875""","Depth: 24.25""",Style: French Door,Total Capacity: 18.9 cu. ft.
Whirlpool,$831.10,"Height: 65.875""","Width: 29.75""","Depth: 34.5""",Style: Top Freezer,Total Capacity: 19.2 cu. ft.
Whirlpool,$831.10,"Height: 65.875""","Width: 29.75""","Depth: 34.5""",Style: Top Freezer,Total Capacity: 19.2 cu. ft.
Liebherr,"$5,599.00","Height: 79.8125""","Width: 35.875""","Depth: 24.065""",Style: Bottom Freezer,Total Capacity: 19.5 cu. ft.
Liebherr,"$5,499.00","Height: 79.8125""","Width: 35.875""","Depth: 24.25""",Style: Bottom Freezer,Total Capacity: 19.5 cu. ft.
Liebherr,"$5,999.00","Height: 79.8125""","Width: 36""","Depth: 24.0625""",Style: French Door,Total Capacity: 19.5 cu. ft.
Liebherr,"$5,999.00","Height: 80.3125""","Width: 35.875""","Depth: 24.25""",Style: French Door,Total Capacity: 19.5 cu. ft.
Whirlpool,"$1,399.00","Height: 68.5""","Width: 29.5""","Depth: 34.625""",Style: French Door,Total Capacity: 19.68 cu. ft.
Whirlpool,"$1,649.00","Height: 68.375""","Width: 30""","Depth: 34.375""",Style: French Door,Total Capacity: 19.7 cu. ft.
Whirlpool,"$2,699.00","Height: 70.125""","Width: 35.875""","Depth: 30.25""",Style: French Door,Total Capacity: 19.72 cu. ft.
Brand,"$2,699.00","Height: 71.6875""","Width: 35.75""","Depth: 29.84375""",Style: French Door,Total Capacity: 19.77 cu. ft.
Brand,"$2,299.00","Height: 69.75""","Width: 35.75""","Depth: 29.875""",Style: French Door,Total Capacity: 19.86 cu. ft.
Summit,$859.00,"Height: 31.5""","Width: 14.75""","Depth: 23.75""",Style: All Refrigerator,Total Capacity: 2.2 cu. ft.
Magic Chef,$169.99,"Height: 24.9""","Width: 18.5""","Depth: 17.7""",Style: All Refrigerator,Total Capacity: 2.4 cu. ft.
Magic Chef,$179.99,"Height: 24.9""","Width: 18.5""","Depth: 17.7""",Style: All Refrigerator,Total Capacity: 2.4 cu. ft.
Summit,$339.00,"Height: 24.88""","Width: 18.5""","Depth: 17.75""",Style: All Refrigerator,Total Capacity: 2.4 cu.ft.
Avanti,$329.00,"Height: 34.5""","Width: 49.5""","Depth: 17.25""",Style: All Refrigerator,Total Capacity: 2.5 cu. ft.
Danby,$249.00,"Height: 26.9375""","Width: 17.6875""",Depth: 20.0625,Style: All Refrigerator,Total Capacity: 2.6 cu. ft.
Danby,$259.00,"Height: 26.9375""","Width: 17.6875""",Depth: 20.0625,Style: All Refrigerator,Total Capacity: 2.6 cu. ft.
Summit,$889.00,"Height: 31.5""","Width: 17.75""","Depth: 24.75""",Style: All Refrigerator,Total Capacity: 2.7 cu. ft.
Summit,"$1,049.00","Height: 31.5""","Width: 17.75""","Depth: 24.75""",Style: All Refrigerator,Total Capacity: 2.7 cu. ft.
Summit,$979.00,"Height: 34.25""","Width: 17.75""","Depth: 25.75""",Style: All Refrigerator,Total Capacity: 2.7 cu. ft.
Summit,$749.00,"Height: 34.25""","Width: 17.75""","Depth: 25.75""",Style: All Refrigerator,Total Capacity: 2.7 cu. ft.
Bosch Benchmark,"$6,999.00","Height: 83.75""","Width: 35.75""","Depth: 24.75""",Style: French Door,Total Capacity: 20 cu. ft.
Whirlpool,"$1,869.00","Height: 70.125""","Width: 35.625""","Depth: 29.375""",Style: French Door,Total Capacity: 20 cu. ft.
Fisher Paykel,"$2,799.00",Height: 70.469,Width: 35.4375,Depth: 27.375,Style: French Door,Total Capacity: 20.1 cu. ft.
LG,$695.40,"Height: 66.125""","Width: 29.75""","Depth: 33.375""",Style: Top Freezer,Total Capacity: 20.2 cu. ft.
LG,$661.00,"Height: 66.125""","Width: 29.75""","Depth: 33.375""",Style: Top Freezer,Total Capacity: 20.2 cu. ft.
Frigidaire,$803.10,"Height: 69""","Width: 29.625""","Depth: 31.75""",Style: Top Freezer,Total Capacity: 20.4 cu. ft.
Frigidaire,$779.00,"Height: 69""","Width: 29.625""","Depth: 31.75""",Style: Top Freezer,Total Capacity: 20.4 cu. ft.
Whirlpool,"$1,499.00","Height: 68.875""","Width: 36""","Depth: 29.75""",Style: Side-by-Side,Total Capacity: 20.59 cu. ft.
Thor Kitchen,"$2,299.00","Height: 69.875""","Width: 35.75""","Depth: 28.75""",Style: French Door,Total Capacity: 20.85 cu. ft.
GE,"$1,568.00","Height: 69.875""","Width: 29.75""","Depth: 36.625""",Style: Bottom Freezer,Total Capacity: 21 cu. ft.
Samsung,$985.00,"Height: 66.75""","Width: 32.875""","Depth: 31.875""",Style: Top Freezer,Total Capacity: 21.1 cu. ft.
Samsung,$985.00,"Height: 66.75""","Width: 32.875""","Depth: 31.875""",Style: Top Freezer,Total Capacity: 21.1 cu. ft.
Dacor,"$6,999.00","Height: 83.375""","Width: 35.75""","Depth: 25""",Style: French Door,Total Capacity: 21.3 cu. ft.
Whirlpool,$939.10,"Height: 66.25""","Width: 32.75""","Depth: 34""",Style: Top Freezer,Total Capacity: 21.3 cu. ft.
Whirlpool,"$1,254.10","Height: 66.625""","Width: 32.75""","Depth: 33.625""",Style: Side-by-Side,Total Capacity: 21.4 cu. ft.
Samsung,"$2,065.00","Height: 70.0625""","Width: 35.875""","Depth: 28.625""",Style: Side-by-Side,Total Capacity: 21.5 cu. ft.
Frigidaire Professional,"$2,783.10","Height: 69.875""","Width: 36""","Depth: 27.125""",Style: French Door,Total Capacity: 21.6 cu. ft.
Sharp,"$3,297.00","Height: 69.9""","Width: 35.8""","Depth: 30.9""",Style: French Door,Total Capacity: 21.6 cu. ft.
