Brand,Price,Height,Width,Depth,Style,Capacity
Whirlpool,"$1,164.10","Height: 66.625""","Width: 32.75""","Depth: 33.625""",Style: Side-by-Side,Total Capacity: 21.7 cu. ft.
LG,"$2,295.00","Height: 70.3125""","Width: 35.875""","Depth: 31.813""",Style: Side-by-Side,Total Capacity: 21.74 cu. ft.
Frigidaire Professional,"$3,008.10","Height: 70""","Width: 36""","Depth: 31.875""",Style: French Door,Total Capacity: 21.8 cu. ft.
LG,"$1,995.00","Height: 68.5""","Width: 29.75""","Depth: 35.5""",Style: French Door,Total Capacity: 21.8 cu. ft.
LG,"$1,995.00","Height: 68.5""","Width: 29.75""","Depth: 35.5""",Style: French Door,Total Capacity: 21.8 cu. ft.
LG,"$1,795.00","Height: 68.5""","Width: 29.75""","Depth: 35.5""",Style: French Door,Total Capacity: 21.8 cu. ft.
Samsung,"$1,495.00","Height: 66.75""","Width: 29.75""","Depth: 36.25""",Style: French Door,Total Capacity: 21.8 cu. ft.
Samsung,"$1,595.00","Height: 66.75""","Width: 29.75""","Depth: 36.25""",Style: French Door,Total Capacity: 21.8 cu. ft.
GE,"$1,703.00","Height: 70.125""","Width: 35.75""","Depth: 30.75""",Style: Side-by-Side,Total Capacity: 21.8 cu. ft.
LG,"$1,094.90","Height: 68.5""","Width: 29.75""","Depth: 35.5""",Style: French Door,Total Capacity: 21.8 cu.ft.
LG,"$3,145.00","Height: 69.75""","Width: 35.75""","Depth: 31.25""",Style: French Door,Total Capacity: 21.9 cu. ft.
LG,"$3,145.00","Height: 69.75""","Width: 35.75""","Depth: 31.25""",Style: French Door,Total Capacity: 21.9 cu. ft.
LG,"$1,695.00","Height: 70.313""","Width: 35.875""","Depth: 31.813""",Style: Side-by-Side,Total Capacity: 21.91 cu. ft.
GE,"$1,343.00","Height: 66.375""","Width: 32.75""","Depth: 34.5""",Style: Top Freezer,Total Capacity: 21.93 cu. ft.
GE,$902.00,"Height: 66.375""","Width: 32.75""","Depth: 34.5""",Style: Top Freezer,Total Capacity: 21.93 cu. ft.
Samsung,"$3,395.00","Height: 71.875""","Width: 35.75""","Depth: 28.875""",Style: French Door,Total Capacity: 22  cu. ft.
Samsung,"$3,505.00","Height: 70""","Width: 35""","Depth: 31""",Style: French Door,Total Capacity: 22 cu. ft.
Samsung,"$1,345.00","Height: 70.0625""","Width: 35.875""","Depth: 28.625""",Style: Side-by-Side,Total Capacity: 22 cu. ft.
Frigidaire Professional,"$1,928.10","Height: 69.875""","Width: 36""","Depth: 31""",Style: Side-by-Side,Total Capacity: 22 cu. ft.
Whirlpool,"$1,434.10","Height: 70""","Width: 32.625""","Depth: 33.375""",Style: Bottom Freezer,Total Capacity: 22.07 cu.ft.
LG,"$2,545.00","Height: 69.75""","Width: 35.75""","Depth: 31.25""",Style: French Door,Total Capacity: 22.1 cu. ft.
LG,"$2,545.00","Height: 69.75""","Width: 35.75""","Depth: 31.25""",Style: French Door,Total Capacity: 22.1 cu. ft.
LG,"$2,745.00","Height: 69.75""","Width: 35.75""","Depth: 31.25""",Style: French Door,Total Capacity: 22.1 cu. ft.
Frigidaire,$997.00,"Height: 69.625""","Width: 32.625""","Depth: 34.5""",Style: Side-by-Side,Total Capacity: 22.1 cu. ft.
Samsung,"$3,595.00","Height: 70""","Width: 35.75""","Depth: 28.875""",Style: French Door,Total Capacity: 22.2 cu. ft.
GE,"$2,810.00","Height: 69.875""","Width: 35.75""","Depth: 31.25""",Style: French Door,Total Capacity: 22.2 cu. ft.
GE,"$2,810.00","Height: 69.875""","Width: 35.75""","Depth: 31.25""",Style: French Door,Total Capacity: 22.2 cu. ft.
Cafe,"$3,260.00","Height: 69.875""","Width: 35.75""","Depth: 31.25""",Style: French Door,Total Capacity: 22.2 cu. ft.
GE Profile,"$2,873.00","Height: 69.875""","Width: 35.75""","Depth: 31.25""",Style: French Door,Total Capacity: 22.2 cu. ft.
Cafe,"$3,170.00","Height: 69.875""","Width: 35.75""","Depth: 31.25""",Style: French Door,Total Capacity: 22.2 cu. ft.
GE Profile,"$2,963.00","Height: 69.875""","Width: 35.75""","Depth: 31.25""",Style: French Door,Total Capacity: 22.2 cu. ft.
GE Profile,"$2,963.00","Height: 69.875""","Width: 35.75""","Depth: 31.25""",Style: French Door,Total Capacity: 22.2 cu. ft.
Frigidaire Professional,"$2,558.10","Height: 69.875""","Width: 36""","Depth: 27.125""",Style: French Door,Total Capacity: 22.3 cu. ft.
Samsung,"$2,155.10","Height: 70.1875""","Width: 35.9375""","Depth: 30""",Style: Side-by-Side,Total Capacity: 22.3 cu. ft.
Samsung,"$2,295.00","Height: 70""","Width: 35.75""","Depth: 31""",Style: French Door,Total Capacity: 22.4 cu. ft.
Samsung,"$2,395.00","Height: 70""","Width: 35.75""","Depth: 31""",Style: French Door,Total Capacity: 22.4 cu. ft.
Verona,"$2,499.00","Height: 69.875""","Width: 35.625""","Depth: 31.375""",Style: French Door,Total Capacity: 22.49 cu. ft.
Samsung,"$3,095.00","Height: 71.875""","Width: 35.75""","Depth: 28.81""",Style: French Door,Total Capacity: 22.5 cu. ft.
Frigidaire,"$2,378.10","Height: 69.375""","Width: 35.625""","Depth: 30.875""",Style: French Door,Total Capacity: 22.5 cu. ft.
Frigidaire,"$1,429.00","Height: 69.375""","Width: 35.625""","Depth: 30.875""",Style: French Door,Total Capacity: 22.5 cu. ft.
Sharp,"$2,499.71","Height: 69.9""","Width: 35.8""","Depth: 30.9""",Style: French Door,Total Capacity: 22.5 cu. ft.
LG,"$4,195.00","Height: 70.25""","Width: 35.75""","Depth: 31.22""",Style: French Door,Total Capacity: 22.5 cu. ft.
LG,"$4,295.00","Height: 70.25""","Width: 35.75""","Depth: 31.22""",Style: French Door,Total Capacity: 22.5 cu. ft.
LG,"$4,095.00","Height: 70.25""","Width: 35.75""","Depth: 32.125""",Style: French Door,Total Capacity: 22.5 cu. ft.
LG,"$4,095.00","Height: 70.25""","Width: 35.75""","Depth: 32.125""",Style: French Door,Total Capacity: 22.5 cu. ft.
LG,"$3,995.00","Height: 70.25""","Width: 35.75""","Depth: 32.125""",Style: French Door,Total Capacity: 22.5 cu. ft.
Thor Kitchen,"$2,299.00","Height: 71.3""","Width: 35.9""","Depth: 30.6""",Style: French Door,Total Capacity: 22.6 cu. ft.
Dacor,"$2,999.00","Height: 70""","Width: 35.75""","Depth: 30.875""",Style: French Door,Total Capacity: 22.6 cu. ft.
Samsung,"$1,895.00","Height: 70""","Width: 35.75""","Depth: 31""",Style: French Door,Total Capacity: 22.6 cu. ft.
Samsung,"$2,425.00","Height: 70""","Width: 35.75""","Depth: 31""",Style: French Door,Total Capacity: 22.6 cu. ft.
Samsung,"$2,095.00","Height: 70""","Width: 35.75""","Depth: 31""",Style: French Door,Total Capacity: 22.6 cu. ft.
LG,"$1,795.10","Height: 69.75""","Width: 35.75""","Depth: 31.25""",Style: French Door,Total Capacity: 22.7 cu. ft.
Samsung,"$2,895.00","Height: 70""","Width: 35.75""","Depth: 31.25""",Style: French Door,Total Capacity: 22.7 cu. ft.
Samsung,"$2,995.00","Height: 70""","Width: 35.75""","Depth: 31.25""",Style: French Door,Total Capacity: 22.7 cu. ft.
LG,"$1,895.00","Height: 69.75""","Width: 35.75""","Depth: 31.25""",Style: French Door,Total Capacity: 23 cu. ft.
GE,"$2,450.00","Height: 69.875""","Width: 35.75""","Depth: 31.25""",Style: French Door,Total Capacity: 23.1 cu. ft.
GE Profile,"$2,630.00","Height: 69.875""","Width: 35.75""","Depth: 31.25""",Style: French Door,Total Capacity: 23.1 cu. ft.
Dacor,"$8,999.00","Height: 83.375""","Width: 41.25""","Depth: 23.8125""",Style: French Door,Total Capacity: 23.5 cu. ft.
Dacor,"$10,999.00","Height: 83.375""","Width: 41.75""","Depth: 23.8125""",Style: French Door,Total Capacity: 23.5 cu. ft.
LG,"$3,495.00","Height: 70.25""","Width: 35.75""","Depth: 30.75""",Style: French Door,Total Capacity: 23.5 cu. ft.
LG,"$3,895.00","Height: 70.25""","Width: 35.75""","Depth: 30.75""",Style: French Door,Total Capacity: 23.5 cu. ft.
LG,"$3,795.00","Height: 70.25""","Width: 35.75""","Depth: 30.75""",Style: French Door,Total Capacity: 23.5 cu. ft.
Whirlpool,"$3,199.00","Height: 71.875""","Width: 35.8125""","Depth: 31.5""",Style: French Door,Total Capacity: 23.8 cu. ft.
LG,"$1,195.00","Height: 68.5""","Width: 32.75""","Depth: 33.375""",Style: Top Freezer,Total Capacity: 23.8 cu. ft.
LG,"$1,295.00","Height: 68.5""","Width: 32.75""","Depth: 33.375""",Style: Top Freezer,Total Capacity: 23.8 cu. ft.
LG,"$1,295.00","Height: 68.5""","Width: 32.75""","Depth: 33.375""",Style: Top Freezer,Total Capacity: 23.8 cu. ft.
LG,"$1,095.00","Height: 68.5""","Width: 32.75""","Depth: 33.375""",Style: Top Freezer,Total Capacity: 23.8 cu. ft.
LG,"$4,195.00","Height: 70.25""","Width: 35.75""","Depth: 30.75""",Style: French Door,Total Capacity: 24 cu. ft.
LG,"$4,195.00","Height: 70.25""","Width: 35.75""","Depth: 30.75""",Style: French Door,Total Capacity: 24 cu. ft.
LG,"$3,995.00","Height: 70.25""","Width: 35.75""","Depth: 30.75""",Style: French Door,Total Capacity: 24 cu. ft.
LG,"$3,235.10","Height: 70.25""","Width: 35.75""","Depth: 30.875""",Style: French Door,Total Capacity: 24 cu. ft.
Cafe,"$7,760.00","Height: 83.5""","Width: 42""","Depth: 28.5""",Style: Side-by-Side,Total Capacity: 24.3 cu. ft.
GE Profile,"$7,580.00","Height: 84""","Width: 42""","Depth: 28.25""",Style: Side-by-Side,Total Capacity: 24.33 cu. ft.
Whirlpool,"$2,244.10","Height: 70.125""","Width: 35.625""","Depth: 34.625""",Style: French Door,Total Capacity: 24.51 cu. ft.
Whirlpool,"$1,899.00","Height: 70.125""","Width: 35.625""","Depth: 34.625""",Style: French Door,Total Capacity: 24.51 cu. ft.
Whirlpool,"$1,999.00","Height: 70.125""","Width: 35.625""","Depth: 34.625""",Style: French Door,Total Capacity: 24.51 cu. ft.
Whirlpool,"$1,299.00","Height: 69.625""","Width: 35.875""","Depth: 33.625""",Style: Side-by-Side,Total Capacity: 24.55 cu. ft.
Whirlpool,"$1,699.00","Height: 70.125""","Width: 35.625""","Depth: 35.25""",Style: French Door,Total Capacity: 24.7 cu. ft.
Maytag,"$1,829.00","Height: 70.125""","Width: 35.625""","Depth: 35.25""",Style: French Door,Total Capacity: 24.7 cu. ft.
Whirlpool,"$1,799.00","Height: 70.25""","Width: 35.625""","Depth: 35.25""",Style: French Door,Total Capacity: 24.7 cu. ft.
GE,"$1,703.00","Height: 69.875""","Width: 32.75""","Depth: 37.5""",Style: Bottom Freezer,Total Capacity: 24.9 cu. ft.
Maytag,"$1,434.10","Height: 69.625""","Width: 35.875""","Depth: 34.875""",Style: Side-by-Side,Total Capacity: 25 cu. ft.
Whirlpool,"$1,164.10","Height: 69.625""","Width: 35.875""","Depth: 33.625""",Style: Side-by-Side,Total Capacity: 25.07 cu. ft.
GE,"$1,613.00","Height: 69.5""","Width: 35.75""","Depth: 34.75""",Style: Side-by-Side,Total Capacity: 25.14 cu. ft.
Whirlpool,"$1,499.00","Height: 70.125""","Width: 35.625""","Depth: 35.5""",Style: French Door,Total Capacity: 25.19 cu. ft.
LG,"$1,895.00","Height: 69.875""","Width: 32.75""","Depth: 35.5""",Style: French Door,Total Capacity: 25.2 cu. ft.
Cafe,"$7,130.00","Height: 84""","Width: 42""","Depth: 28.5""",Style: Side-by-Side,Total Capacity: 25.2 cu. ft.
GE Profile,"$1,973.00","Height: 69.25""","Width: 35.75""","Depth: 33.625""",Style: Side-by-Side,Total Capacity: 25.4 cu. ft.
GE,"$1,433.00","Height: 69.5""","Width: 35.75""","Depth: 35.25""",Style: Side-by-Side,Total Capacity: 25.4 cu. ft.
GE,"$1,433.00","Height: 69.5""","Width: 35.75""","Depth: 35.25""",Style: Side-by-Side,Total Capacity: 25.4 cu. ft.
LG,"$1,595.00","Height: 69.875""","Width: 32.75""","Depth: 34.875""",Style: Bottom Freezer,Total Capacity: 25.5 cu. ft.
LG,"$1,695.00","Height: 69.875""","Width: 32.75""","Depth: 34.875""",Style: Bottom Freezer,Total Capacity: 25.5 cu. ft.
Samsung,"$1,249.00","Height: 70""","Width: 35.75""","Depth: 35.625""",Style: French Door,Total Capacity: 25.5 cu. ft.
Samsung,"$1,705.10","Height: 70""","Width: 35.75""","Depth: 35.625""",Style: French Door,Total Capacity: 25.5 cu. ft.
Frigidaire,$979.00,"Height: 69.875""","Width: 35.625""","Depth: 34.5""",Style: Side-by-Side,Total Capacity: 25.5 cu. ft.
Frigidaire,$999.00,"Height: 69.875""","Width: 35.625""","Depth: 34.5""",Style: Side-by-Side,Total Capacity: 25.5 cu. ft.
GE,"$2,243.00","Height: 69.875""","Width: 35.75""","Depth: 35.875""",Style: French Door,Total Capacity: 25.6 cu. ft.
LG,"$1,994.90","Height: 69.75""","Width: 35.75""","Depth: 34.875""",Style: French Door,Total Capacity: 26 cu. ft.
LG,"$1,795.00","Height: 70.25""","Width: 35.875""","Depth: 35.75""",Style: Side-by-Side,Total Capacity: 26 cu. ft.
LG,"$1,895.00","Height: 70.125""","Width: 35.875""","Depth: 35.75""",Style: French Door,Total Capacity: 26.1 cu. ft.
LG,"$2,195.00","Height: 70.25""","Width: 35.78""","Depth: 36.313""",Style: Side-by-Side,Total Capacity: 26.1 cu. ft.
LG,"$1,795.10","Height: 69.75""","Width: 35.75""","Depth: 34.875""",Style: French Door,Total Capacity: 26.2 cu. ft.
LG,"$1,795.10","Height: 69.75""","Width: 35.75""","Depth: 34.875""",Style: French Door,Total Capacity: 26.2 cu. ft.
Whirlpool,"$2,499.00","Height: 70.125""","Width: 35.75""","Depth: 36.375""",Style: French Door,Total Capacity: 26.2 cu. ft.
Whirlpool,"$2,599.00","Height: 70.125""","Width: 35.75""","Depth: 36.375""",Style: French Door,Total Capacity: 26.2 cu. ft.
LG,"$1,328.00","Height: 70.125""","Width: 35.875""","Depth: 35.75""",Style: Side-by-Side,Total Capacity: 26.2 cu. ft.
LG,"$1,194.80","Height: 70.125""","Width: 35.875""","Depth: 35.75""",Style: Side-by-Side,Total Capacity: 26.2 cu. ft.
Samsung,"$2,195.00","Height: 70""","Width: 35.75""","Depth: 35.375""",Style: French Door,Total Capacity: 26.5 cu. ft.
Frigidaire Professional,"$2,558.10","Height: 69.875""","Width: 36""","Depth: 34.75""",Style: French Door,Total Capacity: 26.7 cu. ft.
Whirlpool,"$2,199.00","Height: 69.875""","Width: 35.6875""","Depth: 35.625""",Style: French Door,Total Capacity: 26.8 cu. ft.
Whirlpool,"$2,299.00","Height: 69.875""","Width: 35.6875""","Depth: 35.625""",Style: French Door,Total Capacity: 26.8 cu. ft.
Frigidaire,"$2,108.10","Height: 69.875""","Width: 36""","Depth: 35.875""",Style: French Door,Total Capacity: 26.8 cu. ft.
Frigidaire,"$1,499.00","Height: 69.875""","Width: 36""","Depth: 35.875""",Style: French Door,Total Capacity: 26.8 cu. ft.
Frigidaire,"$1,529.00","Height: 69.875""","Width: 36""","Depth: 35.875""",Style: French Door,Total Capacity: 26.8 cu. ft.
LG,"$1,695.00","Height: 70.25""","Width: 35.78""","Depth: 34""",Style: Side-by-Side,Total Capacity: 26.8 cu. ft.
LG,"$2,395.00","Height: 69.75""","Width: 35.75""","Depth: 34.25""",Style: French Door,Total Capacity: 27 cu. ft.
LG,"$2,195.00","Height: 69.75""","Width: 35.75""","Depth: 34.25""",Style: French Door,Total Capacity: 27 cu. ft.
Samsung,"$2,065.00","Height: 70""","Width: 35.75""","Depth: 35.375""",Style: French Door,Total Capacity: 27 cu. ft.
Samsung,"$2,155.00","Height: 70""","Width: 35.75""","Depth: 35.375""",Style: French Door,Total Capacity: 27 cu. ft.
Samsung,"$1,975.00","Height: 70""","Width: 35.75""","Depth: 35.375""",Style: French Door,Total Capacity: 27 cu. ft.
Whirlpool,"$2,359.00","Height: 69.875""","Width: 35.6875""""","Depth: 35.625""",Style: French Door,Total Capacity: 27 cu. ft.
GE,"$1,973.00","Height: 69.875""","Width: 35.625""","Depth: 36.375""",Style: French Door,Total Capacity: 27 cu. ft.
GE,"$1,973.00","Height: 69.875""","Width: 35.625""","Depth: 36.375""",Style: French Door,Total Capacity: 27 cu. ft.
Cafe,"$3,953.00","Height: 70""","Width: 35.75""","Depth: 34.375""",Style: French Door,Total Capacity: 27.6 cu. ft.
Frigidaire,"$1,479.00","Height: 69.875""","Width: 36""","Depth: 35.875""",Style: French Door,Total Capacity: 27.6 cu. ft.
GE Profile,"$2,793.00","Height: 69.875""","Width: 35.625""","Depth: 36.75""",Style: French Door,Total Capacity: 27.6 cu. ft.
Forno,"$2,999.00","Height: 80""","Width: 60.5""","Depth: 29.7""",Style: Side-by-Side,Total Capacity: 27.6 cu. ft.
Samsung,"$3,415.00","Height: 70""","Width: 36""","Depth: 36.5""",Style: French Door,Total Capacity: 27.7 cu. ft.
Samsung,"$3,505.00","Height: 70""","Width: 36""","Depth: 36.5""",Style: French Door,Total Capacity: 27.7 cu. ft.
LG,"$2,895.00","Height: 69.75""","Width: 35.75""","Depth: 36.25""",Style: French Door,Total Capacity: 27.8 cu. ft.
LG,"$2,895.00","Height: 69.75""","Width: 35.75""","Depth: 36.25""",Style: French Door,Total Capacity: 27.8 cu. ft.
LG,"$3,095.00","Height: 69.75""","Width: 35.75""","Depth: 36.25""",Style: French Door,Total Capacity: 27.8 cu. ft.
GE,"$2,900.00","Height: 69.875""","Width: 35.75""","Depth: 36.25""",Style: French Door,Total Capacity: 27.8 cu. ft.
GE,"$2,900.00","Height: 69.875""","Width: 35.75""","Depth: 36.25""",Style: French Door,Total Capacity: 27.8 cu. ft.
GE,"$2,720.00","Height: 69.875""","Width: 35.75""","Depth: 36.25""",Style: French Door,Total Capacity: 27.8 cu. ft.
GE,"$2,720.00","Height: 69.875""","Width: 35.75""","Depth: 36.25""",Style: French Door,Total Capacity: 27.8 cu. ft.
GE Profile,"$2,783.00","Height: 69.875""","Width: 35.75""","Depth: 36.25""",Style: French Door,Total Capacity: 27.8 cu. ft.
GE Profile,"$2,873.00","Height: 69.875""","Width: 35.75""","Depth: 36.25""",Style: French Door,Total Capacity: 27.8 cu. ft.
Cafe,"$3,683.00","Height: 69.875""","Width: 35.625""","Depth: 36.75""",Style: French Door,Total Capacity: 27.8 cu. ft.
Cafe,"$3,593.00","Height: 69.875""","Width: 35.625""","Depth: 36.75""",Style: French Door,Total Capacity: 27.8 cu. ft.
Cafe,"$3,393.00","Height: 69.875""","Width: 35.625""","Depth: 36.75""",Style: French Door,Total Capacity: 27.8 cu. ft.
Samsung,"$2,785.00","Height: 70""","Width: 35.75""","Depth: 36""",Style: French Door,Total Capacity: 27.8 cu. ft.
Samsung,"$2,695.00","Height: 70""","Width: 35.75""","Depth: 36""",Style: French Door,Total Capacity: 27.8 cu. ft.
Samsung,"$3,595.00","Height: 71.875""","Width: 35.75""","Depth: 34.3125""",Style: French Door,Total Capacity: 27.9 cu. ft.
LG,"$2,695.00","Height: 69.75""","Width: 35.75""","Depth: 36.25""",Style: French Door,Total Capacity: 27.9 cu. ft.
LG,"$2,895.00","Height: 69.75""","Width: 35.75""","Depth: 36.25""",Style: French Door,Total Capacity: 27.9 cu. ft.
LG,"$3,495.00","Height: 69.75""","Width: 35.75""","Depth: 36.25""",Style: French Door,Total Capacity: 28 cu. ft.
LG,"$3,695.00","Height: 69.75""","Width: 35.75""","Depth: 36.25""",Style: French Door,Total Capacity: 28 cu. ft.
LG,"$3,495.00","Height: 69.75""","Width: 35.75""","Depth: 36.25""",Style: French Door,Total Capacity: 28 cu. ft.
LG,"$3,695.00","Height: 69.75""","Width: 35.75""","Depth: 36.25""",Style: French Door,Total Capacity: 28 cu. ft.
Samsung,"$2,195.00","Height: 70""","Width: 35.75""","Depth: 36.5""",Style: French Door,Total Capacity: 28 cu. ft.
Samsung,"$2,195.00","Height: 70""","Width: 35.75""","Depth: 36.5""",Style: French Door,Total Capacity: 28 cu. ft.
Samsung,"$1,995.00","Height: 70""","Width: 35.75""","Depth: 36.5""",Style: French Door,Total Capacity: 28 cu. ft.
Samsung,"$2,195.00","Height: 70""","Width: 35.75""","Depth: 36.5""",Style: French Door,Total Capacity: 28 cu. ft.
Samsung,"$1,795.00","Height: 70""","Width: 35.75""","Depth: 36""",Style: French Door,Total Capacity: 28 cu. ft.
Samsung,"$1,895.00","Height: 70""","Width: 35.75""","Depth: 36""",Style: French Door,Total Capacity: 28 cu. ft.
Samsung,"$2,995.00","Height: 71.75""","Width: 35.75""","Depth: 34.25""",Style: French Door,Total Capacity: 28.1 cu. ft.
Samsung,"$3,095.00","Height: 71.75""","Width: 35.75""","Depth: 34.25""",Style: French Door,Total Capacity: 28.1 cu. ft.
Samsung,"$1,295.00","Height: 70""","Width: 35.75""","Depth: 35.375""",Style: French Door,Total Capacity: 28.2 cu. ft.
Whirlpool,"$1,499.00","Height: 69""","Width: 36""","Depth: 34.875""",Style: Side-by-Side,Total Capacity: 28.49 cu. ft.
GE,"$2,000.00","Height: 69.875""","Width: 35.75""","Depth: 36.25""",Style: French Door,Total Capacity: 28.5 cu. ft.
GE Profile,"$8,030.00","Height: 84""","Width: 48""","Depth: 28.5""",Style: Side-by-Side,Total Capacity: 28.69 cu. ft.
Cafe,"$8,210.00","Height: 84""","Width: 48""","Depth: 28.5""",Style: Side-by-Side,Total Capacity: 28.7 cu. ft.
LG,"$4,295.00","Height: 70.25""","Width: 35.75""","Depth: 38.11""",Style: French Door,Total Capacity: 29.5 cu. ft.
LG,"$4,095.00","Height: 70.25""","Width: 35.75""","Depth: 38.11""",Style: French Door,Total Capacity: 29.5 cu. ft.
LG,"$4,195.00","Height: 70.25""","Width: 35.75""","Depth: 38.11""",Style: French Door,Total Capacity: 29.5 cu. ft.
LG,"$3,995.00","Height: 70.25""","Width: 35.75""","Depth: 38.11""",Style: French Door,Total Capacity: 29.5 cu. ft.
Cafe,"$7,580.00","Height: 84""","Width: 48""","Depth: 28.5""",Style: Side-by-Side,Total Capacity: 29.6 cu. ft.
LG,"$3,995.00","Height: 70.25""","Width: 35.75""","Depth: 36.625""",Style: French Door,Total Capacity: 29.7 cu. ft.
LG,"$4,195.00","Height: 70.25""","Width: 35.75""","Depth: 36.625""",Style: French Door,Total Capacity: 29.7 cu. ft.
LG,"$3,795.00","Height: 70.25""","Width: 35.75""","Depth: 36.625""",Style: French Door,Total Capacity: 29.7 cu. ft.
LG,"$4,195.00","Height: 70.25""","Width: 35.75""","Depth: 36.625""",Style: French Door,Total Capacity: 29.7 cu. ft.
LG,"$3,795.00","Height: 70.25""","Width: 35.75""","Depth: 36.625""",Style: French Door,Total Capacity: 29.7 cu. ft.
LG,"$3,895.00","Height: 70.25""","Width: 35.75""","Depth: 36.625""",Style: French Door,Total Capacity: 29.7 cu. ft.
Summit,$899.00,"Height: 34""","Width: 14.75""","Depth: 24.63""",Style: All Refrigerator,Total Capacity: 3 cu. ft.
Fisher Paykel,"$2,699.00","Height: 25.19""","Width: 33.66""","Depth: 21.94""",Style: Drawer,Total Capacity: 3.1
Summit,"$1,899.00","Height: 33.25""","Width: 23.75""","Depth: 24.63""",Style: Drawer,Total Capacity: 3.1 cu. ft.
Danby,$289.00,"Height: 33.4375""","Width: 18.875""","Depth: 19.6875""",Style: Dual Door,Total Capacity: 3.1 cu. ft.
Frigidaire,$269.00,"Height: 33.125""","Width: 18.875""","Depth: 20.5""",Style: Full Width Freezer Compartment,Total Capacity: 3.1 cu. ft.
Summit,"$1,349.00","Height: 33""","Width: 19""","Depth: 17.25""",Style: All Refrigerator,Total Capacity: 3.13 cu. ft.
Summit,$919.00,"Height: 32.5""","Width: 19""","Depth: 18.57""",Style: All Refrigerator,Total Capacity: 3.13 cu. ft.
Avanti,$289.00,"Height: 33.5""","Width: 18.5""","Depth: 17.5""",Style: All Refrigerator,Total Capacity: 3.3 cu.ft.
U-Line,"$1,179.00","Height: 28.5""","Width: 20.875""","Depth: 23""",Style: All Refrigerator,Total Capacity: 3.3 cu.ft.
Summit,"$1,679.00","Height: 34""","Width: 23.63""","Depth: 23.63""",Style: Drawer,Total Capacity: 3.4 cu. ft.
Summit,"$1,589.00","Height: 34""","Width: 23.63""","Depth: 25""",Style: Drawer,Total Capacity: 3.4 cu.ft.
Magic Chef,$219.99,"Height: 32.5""","Width: 18.5""","Depth: 19.4""",Style: Full Width Freezer Compartment,Total Capacity: 3.5 cu. ft.
Summit,$959.00,"Height: 32.5""","Width: 18.5""","Depth: 20.25""",Style: All Refrigerator,Total Capacity: 3.6 cu. ft.
Liebherr,"$2,199.00","Height: 32.25""","Width: 23.5625""","Depth: 22.75""",Style: All Refrigerator,Total Capacity: 3.7 cu. ft.
Summit,$899.00,"Height: 32.5""","Width: 19.38""","Depth: 22.25""",Style: All Refrigerator,Total Capacity: 4.1 cu. ft.
Summit,$779.00,"Height: 32.56""","Width: 19.38""","Depth: 22""",Style: All Refrigerator,Total Capacity: 4.1 cu. ft.
AccuCold,"$1,049.00","Height: 32.63""","Width: 19.38""","Depth: 25.5""",Style: All Refrigerator,Total Capacity: 4.1 cu. ft.
Summit,$659.00,"Height: 32.5""","Width: 19.25""","Depth: 23""",Style: All Refrigerator,Total Capacity: 4.1 cu.ft.
Summit,$899.00,"Height: 31.63""","Width: 23.5""","Depth: 25.38""",Style: All Refrigerator,Total Capacity: 4.2 cu. ft.
Danby,$329.00,"Height: 33.07""","Width: 20.75""","Depth: 21.3""",Style: All Refrigerator,Total Capacity: 4.4 cu. ft.
Avanti,$259.00,"Height: 33""","Width: 19.25""","Depth: 22""",Style: All Refrigerator,Total Capacity: 4.4 cu. ft.
RCS,$399.00,"Height: 32.75""","Width: 20""","Depth: 20.5""",Style: All Refrigerator,Total Capacity: 4.5 cu. ft.
Avanti,$399.00,"Height: 44.5""","Width: 18.75""","Depth: 19.75""",Style: Top Freezer,Total Capacity: 4.5 cu. ft.
Summit,"$1,179.00","Height: 34""","Width: 23.63""","Depth: 23.5""",Style: All Refrigerator,Total Capacity: 4.6 cu. ft.
Summit,"$1,029.00","Height: 34""","Width: 23.63""","Depth: 23.5""",Style: All Refrigerator,Total Capacity: 4.6 cu. ft.
Summit,$949.00,"Height: 34""","Width: 23.63""","Depth: 25.38""",Style: All Refrigerator,Total Capacity: 4.6 cu. ft.
Summit,"$1,499.00","Height: 34""","Width: 23.63""","Depth: 25.38""",Style: All Refrigerator,Total Capacity: 4.6 cu. ft.
Summit,"$1,029.00","Height: 34""","Width: 23.63""","Depth: 25.38""",Style: All Refrigerator,Total Capacity: 4.6 cu. ft.
Summit,"$1,089.00","Height: 34""","Width: 23.63""","Depth: 25.38""",Style: All Refrigerator,Total Capacity: 4.6 cu.ft.
Brand,"$1,599.00","Height: 32.312""","Width: 23.5""","Depth: 21.625""",Style: All Refrigerator,Total Capacity: 4.8 cu. ft.
Summit,"$1,179.00","Height: 32""","Width: 23.63""","Depth: 22.63""",Style: All Refrigerator,Total Capacity: 4.8 cu. ft.
Summit,$859.00,"Height: 32""","Width: 23.63""","Depth: 24.63""",Style: All Refrigerator,Total Capacity: 4.8 cu. ft.
Summit,"$1,299.00","Height: 32""","Width: 23.63""","Depth: 24.63""",Style: All Refrigerator,Total Capacity: 4.8 cu. ft.
Summit,"$1,039.00","Height: 32""","Width: 23.63""","Depth: 24.63""",Style: All Refrigerator,Total Capacity: 4.8 cu. ft.
Summit,"$1,149.00","Height: 32""","Width: 23.63""","Depth: 24.63""",Style: All Refrigerator,Total Capacity: 4.8 cu. ft.
